"","COLLISION_TYPE","FATAL_OR_MAJ_INJ","DAY_OF_WEEK","CRASH_MONTH","CELL_PHONE","IMPAIRED_DRIVER","FATIGUE_ASLEEP","SPEEDING_RELATED","WEATHER","SPEED_LIMIT","DEC_LAT","DEC_LONG"
"206","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",25,40.56349945,-80.02020264
"207","Hit fixed object",FALSE,"Monday",1,FALSE,FALSE,FALSE,TRUE,"Snow",65,40.61090088,-79.7609024
"208","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",NA,40.43840027,-79.75350189
"209","Sideswipe (same dir.)",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",NA,40.4382019,-79.7542038
"210","Angle",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.43859863,-80.07109833
"211","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.48789978,-80.188797
"212","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",20,40.47909927,-80.19360352
"213","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Other",35,40.52460098,-80.18000031
"214","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",35,40.52310181,-80.17749786
"215","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",25,40.52349854,-80.24210358
"216","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",55,40.49100113,-80.2052002
"217","Hit fixed object",FALSE,"Sunday",1,FALSE,FALSE,FALSE,TRUE,"Rain",35,40.50109863,-80.18299866
"218","Angle",FALSE,"Tuesday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",40,40.32360077,-79.7881012
"219","Hit fixed object",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.46780014,-79.79350281
"220","Rear-end",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38119888,-80.17359924
"221","Head-on",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.38140106,-79.8132019
"222","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.4253006,-79.94509888
"223","Angle",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45859909,-79.95749664
"224","Rear-end",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.51369858,-79.95140076
"225","Hit fixed object",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.40719986,-80.05180359
"226","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",65,40.53340149,-80.2723999
"227","Sideswipe (Opposite dir.)",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Other",35,40.44540024,-79.76139832
"228","Angle",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.45190048,-79.95210266
"229","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.56520081,-79.86730194
"230","Rear-end",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.48149872,-79.87709808
"231","Sideswipe (same dir.)",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.45339966,-79.99810028
"232","Head-on",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"Rain",20,40.54679871,-80.00640106
"233","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",35,40.57419968,-80.01670074
"234","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",35,40.60829926,-80.06430054
"235","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",50,40.58560181,-80.03610229
"236","Angle",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",45,40.61569977,-80.09420013
"237","Sideswipe (same dir.)",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42720032,-79.98999786
"238","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.55619812,-80.15940094
"239","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",25,40.39189911,-79.97180176
"240","Angle",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.45800018,-79.70839691
"241","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34859848,-79.89170074
"242","Rear-end",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.48600006,-79.94409943
"243","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Other",55,40.54919815,-80.0861969
"244","Hit fixed object",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"Rain",55,40.49810028,-80.02120209
"245","Rear-end",FALSE,"Wednesday",1,FALSE,TRUE,FALSE,FALSE,"Snow",25,40.46969986,-79.89479828
"246","Angle",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.28409958,-79.91120148
"247","Rear-end",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44200134,-80.03450012
"248","Head-on",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.47060013,-80.09380341
"249","Rear-end",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,TRUE,"Other",40,40.55690002,-79.95870209
"250","Rear-end",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.4817009,-79.72519684
"251","Sideswipe (same dir.)",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.47819901,-79.94909668
"252","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.3302002,-79.98799896
"253","Angle",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.49530029,-79.9375
"254","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Sleet (hail)",55,40.39300156,-79.93199921
"255","Rear-end",FALSE,"Sunday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.42829895,-79.92749786
"256","Rear-end",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.4905014,-79.87809753
"257","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"Snow",65,40.6515007,-80.04119873
"258","Rear-end",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",65,40.6515007,-80.04119873
"259","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.40719986,-80.08899689
"260","Angle",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.24089813,-79.86009979
"261","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Other",25,40.38119888,-79.97319794
"262","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45729828,-79.97360229
"263","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.41220093,-80.03079987
"264","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.51729965,-79.95899963
"265","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",25,40.48339844,-79.75679779
"266","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"Other",35,40.44260025,-80.02999878
"267","Angle",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44919968,-79.76229858
"268","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.44829941,-79.9917984
"269","Hit fixed object",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"Snow",20,40.40940094,-79.83470154
"270","Angle",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"Rain",55,40.58160019,-80.0542984
"271","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.64849854,-79.93720245
"272","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",40,40.41049957,-79.84420013
"273","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.49409866,-80.06420135
"274","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38990021,-79.95449829
"275","Rear-end",FALSE,"Sunday",1,FALSE,FALSE,FALSE,TRUE,"Rain",25,40.45190048,-79.9240036
"276","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45700073,-79.87139893
"277","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.46609879,-79.95300293
"278","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.51399994,-80.26889801
"279","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.51169968,-80.00370026
"280","Rear-end",FALSE,"Tuesday",1,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",25,40.55799866,-80.05200195
"281","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Other",25,40.40039825,-80.04920197
"282","Rear-end",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.3913002,-80.04440308
"283","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",65,40.60919952,-79.94760132
"284","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.38019943,-79.82839966
"285","Sideswipe (Opposite dir.)",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Other",25,40.4272995,-80.07389832
"286","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45970154,-79.90720367
"287","Angle",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.27349854,-79.8852005
"288","Sideswipe (same dir.)",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45709991,-80.02940369
"289","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44729996,-80.02649689
"290","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.4219017,-80.19190216
"291","Head-on",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.3451004,-80.0821991
"292","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.49909973,-79.75569916
"293","Sideswipe (same dir.)",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",40,40.55289841,-80.11530304
"294","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.45550156,-79.96649933
"295","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"Other",25,40.37870026,-79.99289703
"296","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.41149902,-79.94380188
"297","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.38299942,-79.85739899
"298","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.65810013,-80.04650116
"299","Sideswipe (same dir.)",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39039993,-80.04370117
"300","Non collision",FALSE,"Sunday",1,FALSE,FALSE,FALSE,TRUE,"Rain",55,40.41059875,-80.1072998
"301","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.59880066,-80.09329987
"302","Hit fixed object",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.52890015,-80.12870026
"303","Angle",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",55,40.42760086,-79.95420074
"304","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,TRUE,"Other",55,40.42480087,-80.11419678
"305","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.5163002,-79.79989624
"306","Non collision",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.52119827,-79.8125
"307","Hit fixed object",FALSE,"Friday",1,FALSE,TRUE,FALSE,FALSE,"Snow",35,40.44189835,-80.02210236
"308","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.4654007,-80.00779724
"309","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4695015,-80.10160065
"310","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.4394989,-79.9016037
"311","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.65380096,-79.83920288
"312","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.46350098,-79.94889832
"313","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.36130142,-79.96209717
"314","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",45,40.54790115,-79.83480072
"315","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"Snow",55,40.45800018,-79.87609863
"316","Head-on",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.39630127,-80.00930023
"317","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.36050034,-79.90769958
"318","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",55,40.44139862,-80.00879669
"319","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Sleet (hail)",25,40.38439941,-79.97899628
"320","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"Snow",30,40.52700043,-80.05319977
"321","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.57690048,-80.05590057
"322","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",30,40.4679985,-79.82510376
"323","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"Snow",25,40.48889923,-80.01490021
"324","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.55239868,-80.01399994
"325","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.62670135,-79.8615036
"326","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.61650085,-79.99849701
"327","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44350052,-79.81970215
"328","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.4510994,-79.86820221
"329","Head-on",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.44380188,-80.04100037
"330","Rear-end",FALSE,"Monday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.41559982,-79.92500305
"331","Hit fixed object",FALSE,"Thursday",1,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.45199966,-80.2039032
"332","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.32839966,-79.94480133
"333","Sideswipe (Opposite dir.)",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.46920013,-80.00160217
"334","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.45339966,-79.98069763
"335","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.58150101,-80.06549835
"336","Hit fixed object",FALSE,"Thursday",1,FALSE,TRUE,FALSE,TRUE,"No adverse conditions",25,40.30630112,-80.04989624
"337","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",45,40.48149872,-79.87640381
"338","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44240189,-80.00319672
"339","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44739914,-79.94249725
"340","Rear-end",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.50709915,-80.00659943
"341","Hit pedestrian",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.47809982,-80.04049683
"342","Hit pedestrian",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.43479919,-79.92279816
"343","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.34790039,-79.83270264
"344","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",25,40.49100113,-80.06020355
"345","Other or Unkown",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.30659866,-80.09400177
"346","Non collision",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Other",35,40.46170044,-79.86090088
"347","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.44169998,-80.03530121
"348","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.44409943,-80.02809906
"349","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.4367981,-79.9733963
"350","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.4640007,-79.83969879
"351","Hit fixed object",FALSE,"Saturday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.45370102,-79.99330139
"352","Angle",FALSE,"Friday",1,FALSE,TRUE,FALSE,FALSE,"Other",35,40.50180054,-79.98419952
"353","Rear-end",FALSE,"Saturday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.33639908,-79.97989655
"354","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",40,40.36370087,-79.77359772
"355","Rear-end",FALSE,"Monday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.47230148,-79.97299957
"356","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.45410156,-79.8239975
"357","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"Snow",35,40.41669846,-79.75229645
"358","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Unkown",25,40.48880005,-80.01470184
"359","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Other",25,40.44269943,-79.77290344
"360","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.51390076,-79.95149994
"361","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45240021,-79.93779755
"362","Hit fixed object",FALSE,"Saturday",1,FALSE,TRUE,FALSE,FALSE,"Rain",35,40.24280167,-79.88829803
"363","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",NA,40.45840073,-80.01609802
"364","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.49380112,-79.9641037
"365","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",30,40.37480164,-80.09470367
"366","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38059998,-79.91169739
"367","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45330048,-79.92479706
"368","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Rain",40,40.19979858,-79.91000366
"369","Angle",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",50,40.22850037,-79.85500336
"370","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.39300156,-80.05930328
"371","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.51110077,-80.09989929
"372","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.40969849,-80.03929901
"373","Hit fixed object",FALSE,"Thursday",1,FALSE,TRUE,FALSE,TRUE,"Snow",40,40.62450027,-80.05380249
"374","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4457016,-79.95639801
"375","Head-on",FALSE,"Friday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",35,40.46979904,-79.7664032
"376","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.41439819,-79.9905014
"377","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.34329987,-80.06040192
"378","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42020035,-80.00759888
"379","Sideswipe (same dir.)",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44039917,-79.96029663
"380","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.59479904,-79.76899719
"381","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43669891,-79.86509705
"382","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Rain",45,40.49499893,-79.90879822
"383","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.5021019,-79.86180115
"384","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.3606987,-79.98139954
"385","Rear-end",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"Other",25,40.43590164,-79.96839905
"386","Other or Unkown",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.42210007,-79.90239716
"387","Rear-end",FALSE,"Thursday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.65039825,-80.07900238
"388","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.49250031,-80.0196991
"389","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.48730087,-79.8844986
"390","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",45,40.43460083,-79.71469879
"391","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Other",30,40.50600052,-80.061203
"392","Hit fixed object",FALSE,"Sunday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",25,40.49670029,-80.04599762
"393","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.23350143,-79.85690308
"394","Hit fixed object",FALSE,"Wednesday",1,FALSE,FALSE,FALSE,TRUE,"Snow",40,40.26860046,-79.92569733
"395","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.46009827,-79.84339905
"396","Head-on",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.47520065,-79.86239624
"397","Angle",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",35,40.56919861,-79.92810059
"398","Sideswipe (Opposite dir.)",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.32429886,-79.90579987
"399","Hit fixed object",FALSE,"Sunday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.4469986,-80.21080017
"400","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"Other",25,40.46340179,-79.7071991
"401","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Other",55,40.4272995,-79.72470093
"402","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45259857,-80.24099731
"403","Angle",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",30,40.39810181,-80.14009857
"404","Angle",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.4754982,-80.09760284
"405","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.36940002,-79.98300171
"406","Hit fixed object",FALSE,"Saturday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",15,40.45640182,-80.07309723
"407","Angle",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Other",35,40.52080154,-80.02539825
"408","Angle",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.38539886,-79.82189941
"409","Rear-end",FALSE,"Sunday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.47800064,-79.84559631
"410","Hit pedestrian",FALSE,"Tuesday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.40100098,-80.082901
"411","Hit fixed object",FALSE,"Sunday",1,FALSE,TRUE,FALSE,FALSE,"No adverse conditions",20,40.39509964,-80.03430176
"412","Rear-end",FALSE,"Wednesday",1,TRUE,FALSE,FALSE,FALSE,"No adverse conditions",55,40.43450165,-79.9654007
"413","Angle",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.45690155,-79.99880219
"414","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,FALSE,"Snow",35,40.520401,-79.99189758
"415","Angle",FALSE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",25,40.44869995,-80.00229645
"416","Rear-end",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"No adverse conditions",35,40.33269882,-80.13369751
"417","Hit fixed object",FALSE,"Friday",1,FALSE,FALSE,FALSE,TRUE,"Snow",45,40.44889832,-80.0007019
"418","Head-on",TRUE,"Sunday",1,FALSE,FALSE,FALSE,FALSE,"No adverse conditions",40,40.20259857,-79.86139679
